dataProcessID,dataSourceID,dataProcess,batchGroup,subjectArea,objectSchema,objectName,dataProcessPathOrProcedure,partitionBy,piiColumns,primaryKeyColumns,projectIdColumn,isIncremental,isOptimize,zOrderColumns,silverJulianDateColumns,silverIsSnapshot,silverSnapshotPeriod,watermarkColumn,watermarkValue,lastExecutionTimestamp,description,isEnabled,isTestPromoteEnvironment,isProdPromoteEnvironment
1,32,silver,daily,NULL,silver_destimator,EstimateDataDetails_Office,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in flat format (Office costs),1,1,1
2,33,silver,daily,NULL,silver_destimator,EstimateDataDetails_Parking,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in flat format (Parking costs),1,1,1
3,34,silver,daily,NULL,silver_destimator,EstimateDataDetails_Project,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in flat format (Project costs),1,1,1
4,35,silver,daily,NULL,silver_destimator,EstimateDataDetails_Renovation,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in flat format (Renovation costs),1,1,1
5,36,silver,daily,NULL,silver_destimator,EstimateDataDetails_SM,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive and SMArchive estimate versions in flat format (Schedule Metric costs),1,1,1
6,37,silver,daily,NULL,silver_destimator,EstimateFeeDataDetails_forDW,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"EstimateKey, EvalOrder",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in unpivoted format,1,1,1
7,38,silver,daily,NULL,silver_destimator,EstimateSummaryDataDetails_forDW,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Summary of Total and Direct Costs,1,1,1
8,39,silver,daily,NULL,silver_destimator,v_Datawarehouse_HistoricalData,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Historical data total costs,1,1,1
9,40,silver,daily,NULL,silver_p6,ACTVCODE,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,actv_code_id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Activity Codes,1,1,1
10,41,silver,daily,NULL,silver_p6,ACTVTYPE,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,actv_code_type_id,proj_id,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Activity Code Types,1,1,1
11,42,silver,daily,NULL,silver_p6,CALENDAR,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,clndr_id,proj_id,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Calendar,1,1,1
12,43,silver,daily,NULL,silver_p6,FINDATES,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,fin_dates_id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Financial Period,1,1,1
13,44,silver,daily,NULL,silver_p6,PCATTYPE,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,proj_catg_type_id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Project Code Types,1,1,1
14,45,silver,daily,NULL,silver_p6,PCATVAL,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,proj_catg_id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Project Codes,1,1,1
15,46,silver,daily,NULL,silver_p6,PROJECT,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,proj_id,proj_url,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Projects,1,1,1
16,47,silver,daily,NULL,silver_p6,PROJPCAT,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"proj_id, proj_catg_type_id",proj_id,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Project Code Assignment,1,1,1
17,48,silver,daily,NULL,silver_p6,PROJWBS,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,wbs_id,proj_id,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Project Work Breakdown Structure (WBS),1,1,1
18,49,silver,daily,NULL,silver_p6,RSRC,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,rsrc_id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Resources,1,1,1
19,50,silver,daily,NULL,silver_p6,Task,/data_engineering/200_bronze_to_silver/bronze_to_silver,etl_raw_date,NULL,task_id,proj_id,0,1,task_id,NULL,1,etl_raw_date,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Tasks,1,1,1
20,51,silver,daily,NULL,silver_p6,TASKACTV,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"task_id, actv_code_type_id",proj_id,0,1,"task_id, actv_code_type_id",NULL,1,etl_raw_date,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Activity Code Assignment,1,1,1
21,52,silver,daily,NULL,silver_p6,TASKPRED,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,task_pred_id,proj_id,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Relationships (Task Predecessors),1,1,1
22,53,silver,daily,NULL,silver_p6,TASKSUM,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,task_sum_id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Summary amounts by WBS,1,1,1
23,204,silver,daily,NULL,silver_e1,F0111,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,"WWMLNM, WWALPH, WWDC, WWGNNM, WWSRNM, WWMLN1, WWALP1, WWNICK, WWDDATE, WWDMON, WWDYR","WWAN8, WWIDLN",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Secondary master files,1,1,1
24,20,silver,daily,NULL,silver_mpr,Costs,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,CostId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,"Project budget, projected costs, over/under from prior month",1,1,1
25,21,silver,daily,NULL,silver_mpr,Employees,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,EmployeeId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Employee List,1,1,1
26,57,silver,daily,NULL,silver_heavyjob,COSTLEDG,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"COMPANYID, JOBCODE, CODE, DATE, FOREMAN, REVISION, STAMP",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 10:57:31.000,2026-07-22 05:57:31.000,Cost Ledger - Actual Equipment and Labor Hours,1,1,1
27,58,silver,daily,NULL,silver_heavyjob,COSTCODE,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"COMPANYID, JOBCODE, CODE",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 10:57:31.000,2026-07-22 05:57:31.000,Project financial data at Cost Code level,1,1,1
28,22,silver,daily,NULL,silver_mpr,LU_Status,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,StatusId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,MPR Status,1,1,1
29,23,silver,daily,NULL,silver_mpr,Margins,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,MarginId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,"Project budgeted margins,  projected final margins, over/under from prior month",1,1,1
30,25,silver,daily,NULL,silver_mpr,PCCOs,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Prime Contract Change Order,1,1,1
31,26,silver,daily,NULL,silver_mpr,Projects,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,ProjectId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Project List,1,1,1
476,343,silver,daily,NULL,silver_destimator,ENRBuildingCostIndex,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,lookup table for Engineering News Record Building Cost Indexes,1,1,1
477,331,silver,daily,NULL,silver_cosential_api,contact_opportunities,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"ContactId, OpportunityId",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:50:39.000,2026-07-22 05:50:39.000,NULL,1,1,1
478,348,silver,daily,NULL,silver_cosential,opportunity_history,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:19:46.000,2026-07-22 06:19:46.000,NULL,1,1,1
32,27,silver,daily,NULL,silver_mpr,Reconciles,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Adjustments to costs to match contracted amount.,1,1,1
33,28,silver,daily,NULL,silver_mpr,Reviewers,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,ReviewerId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,MPR Reviewer,1,1,1
34,29,silver,daily,NULL,silver_mpr,UPQAs,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Unit Price Bid Item Quantity Adjustments due to Projected Underruns or Overruns,1,1,1
35,30,silver,daily,NULL,silver_destimator,EstimateDataDetails_General,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in flat format (General costs),1,1,1
36,31,silver,daily,NULL,silver_destimator,EstimateDataDetails_HMF,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:46.000,2026-07-22 05:40:46.000,Detailed costs for Archive estimate version in flat format (HMF costs),1,1,1
37,54,silver,daily,NULL,silver_p6,tbl_Sundt_API,/data_engineering/200_bronze_to_silver/bronze_to_silver,etl_raw_date,NULL,"ProjectNumber, ProjectObjectId, TaskId, TaskObjectId",ProjectNumber,0,1,TaskObjectId,NULL,1,etl_raw_date,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,"Actual, baseline budgeted labor units, duration and percent complete metrics at the task level",1,1,1
38,55,silver,daily,NULL,silver_p6,tbl_Sundt_API_Weekly,/data_engineering/200_bronze_to_silver/bronze_to_silver,etl_raw_date,NULL,"ProjectNumber, ProjectObjectId, TaskId, TaskObjectId, WeekDate",ProjectNumber,0,1,TaskObjectId,NULL,1,etl_raw_date,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,"Actual, planned, baseline and at-completion labor units at task level by week date",1,1,1
39,56,silver,daily,NULL,silver_p6,WBSBUDG,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,wbs_budg_id,proj_id,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:53:15.000,2026-07-22 06:53:15.000,Work Breakdown Structure Budget,1,1,1
40,59,silver,daily,NULL,silver_heavyjob,COSCODNT,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"COMPANYID, JOBCODE, DATE, FOREMAN, CCODE, TCSLOT, REVNUM",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 10:57:31.000,2026-07-22 05:57:31.000,Cost Ledger - Notes,1,1,1
41,24,silver,daily,NULL,silver_mpr,Mprs,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"ProjectId,MonthEnding",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,"Monthly Progress Report - comprehensive financial status of a project ",1,1,1
42,60,silver,daily,NULL,silver_e1,F0005,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"DRSY, DRRT, DRKY",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,A control table showing user-defined codes,1,1,1
43,61,silver,daily,NULL,silver_e1,F0006,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,MCMCU,MCMCU,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,"project numbers, cost centers, org structure",1,1,1
44,62,silver,daily,NULL,silver_e1,F00092,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"T3SDB, T3TYDT, T3SBN1, T3SBN2, T3SBA2, T3SBA1, T3MCU, T3KCO",T3MCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Inventory - Supplemental Data,1,1,1
45,63,silver,daily,NULL,silver_e1,F0010,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,CCCO,NULL,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,"Fiscal years, periods, current period, etc.",1,1,1
46,64,silver,daily,NULL,silver_e1,F0101,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,"ABALPH, ABDC, ABTAX, ABTX2",NULL,ABMCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,"Address book for all subcontractors, owners, vendors, employees, job sites",1,1,1
47,65,silver,daily,NULL,silver_e1,F0115,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,"WPPH1, WPAR1","WPAN8, WPIDLN, WPCNLN, WPRCK7",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,"Address book - phone numbers for all subcontractors, owners, vendors, employees, job sites",1,1,1
48,66,silver,daily,NULL,silver_e1,F0116,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,"ALADD1, ALADD2, ALADD3","ALAN8, ALEFTB",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Address Book Master effective dated - stores actual address of record in Address Book Master over time,1,1,1
49,67,silver,daily,NULL,silver_e1,F03B11,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,RPMCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Accounts Receivable Ledger,1,1,1
50,68,silver,daily,NULL,silver_e1,F03B14,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"RZPYID, RZRC5 ",RZMCU,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Accounts Receivable Receipts,1,1,1
51,69,silver,daily,NULL,silver_e1,F0411,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"RPDOC, RPDCT, RPKCO, RPSFX, RPSFXE",RPMCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Accounts Payable Ledger,1,1,1
52,70,silver,daily,NULL,silver_e1,F0901,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"GMMCU, GMOBJ, GMSUB",GMMCU,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,"Master listing of all accounts and category codes, with different levels",1,1,1
53,71,silver,daily,NULL,silver_e1,F0902,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"GBAID, GBCTRY, GBFY, GBFQ, GBLT, GBSBL, GBSBLT, GBCRCD ",GBMCU,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,overall balance table for General Ledger,1,1,1
54,72,silver,daily,NULL,silver_e1,F0911,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"GLDCT, GLDOC, GLKCO, GLDGJ, GLJELN, GLLT, GLEXTL",GLMCU,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,transactional G/L Entries,1,1,1
55,73,silver,daily,NULL,silver_e1,F1201,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,FAMCU,0,NULL,NULL,"FADAJ, FADSP, FAJCD, FADEXJ, FALCT, FAEFTB, FADER, FAUPMJ, FAWARJ",0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Fixed asset master listing,1,1,1
56,222,silver,daily,NULL,silver_ineight,vwProjectandCharacteristics,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,ProjectId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 11:52:40.000,2026-07-22 06:52:41.000,Project lookup table,1,1,1
57,314,silver,daily,NULL,silver_powerbi,groups,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:43:19.000,2026-07-22 05:43:19.000,Power BI workspaces,1,1,1
58,328,silver,daily,NULL,silver_mpr,CORs,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Monthly Progress Report - CORs,1,1,1
59,94,silver,daily,NULL,silver_qdr,QDR_CATEGORY,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,ID,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,NULL,1,1,1
60,74,silver,daily,NULL,silver_e1,F4311,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,PDOMCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Procurement - Purchase Order Details,1,1,1
333,NULL,gold,daily,security,security,stg_user_project_relationship,300_silver_to_gold/security/silver_to_gold_stg_user_project_relationship,NULL,NULL,stg_user_project_relationship_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,"Staging bridge table that maps users to projects. Gets all projects and all users with access to those projects, including overrides.",1,1,1
419,NULL,gold,daily,conformed,conformed,dim_company,300_silver_to_gold/conformed/silver_to_gold_dim_company,NULL,NULL,dim_company_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:45:50.000,2026-07-22 03:45:50.000,Contain columns with ids book addresses and phone numbers for different company entities,1,1,1
61,75,silver,daily,NULL,silver_e1,F4311T,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"PDKCOO, PDDOCO, PDDCTO, PDSFXO, PDLNID",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Procurement - Purchase Order Detail Tag File - shows amount retained,1,1,1
62,76,silver,daily,NULL,silver_e1,F5144,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"G7VERS, G7MCU, G7SBL, G7SBLT, G7DEF, G7TYRE",G7MCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,actual and projected costs/revenue are recognized,1,1,1
63,77,silver,daily,NULL,silver_e1,F570901D,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"DLMCU, DLOBJ, DLSUB, DLAID",NULL,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,custom table - shows deleted F0901 records,1,1,1
64,78,silver,daily,NULL,silver_e1,F570902D,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"DBFQ,DBFY,DBLT,DBAID,DBMCU",NULL,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,custom table - shows deleted F0902 records,1,1,1
65,79,silver,daily,NULL,silver_e1,F5789006,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Custom table where EQLOC=Project Number,1,1,1
66,80,silver,daily,NULL,silver_e1,v_SundtDatawarehouse_F060116,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,YAAN8,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,NULL,NULL,Employee Master Information,0,1,1
67,81,silver,daily,NULL,silver_e1,F0413,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,RMPYID,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Accounts Payable Matching Document,1,1,1
68,82,silver,daily,NULL,silver_e1,F1202,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"FLAID, FLCTRY, FLFY, FLFQ, FLNUMB, FLSBL, FLSBLT, FLLT",FLMCU,0,NULL,NULL,"FLDSD, FLLCT, FLUPMJ",0,NULL,etlBronzeTimestamp,2024-08-29 02:56:02.000,2024-08-29 09:56:02.000,NULL,0,1,1
69,83,silver,daily,NULL,silver_e1,F4301,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"PHDOCO, PHDCTO, PHKCOO, PHSFXO",PHMCU,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,NULL,1,1,1
70,85,silver,daily,NULL,silver_qdr,Companies,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,JDENumber,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,E1 Company Types,1,1,1
71,86,silver,daily,NULL,silver_qdr,CostCenters,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,CostCenterId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,E1 Cost Centers,1,1,1
72,87,silver,daily,NULL,silver_qdr,CostCentersCompanies,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"CostCenterJDEID, CompanyJDEID",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Relationship between Cost Centers and Companies with associated from/to addresses,1,1,1
73,88,silver,daily,NULL,silver_qdr,CSICODE,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,UNIQUEID,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Construction Specifications Institute (CSI) MasterFormat codes,1,1,1
74,89,silver,daily,NULL,silver_qdr,E1_ActualCost,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"Cost_Center, Cost_Code",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,E1 Actual costs for active projects,1,1,1
75,90,silver,daily,NULL,silver_qdr,E1_ActualUnits,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"Cost_Center, Cost_Type, Cost_Code",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,E1 Actual units for active projects,1,1,1
76,91,silver,daily,NULL,silver_qdr,EMPLOYEES,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,EmployeeId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,Employees,1,1,1
77,92,silver,daily,NULL,silver_qdr,QDR_APPROVALS,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"QDRREPORTID, APPROVEREMAIL, APPROVALLINK",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,stores approval link for a QDR Report; can be multiple approvals on a QDR Report,1,1,1
