dataSourceId,dataSourceName,dataSourceType,dataSourceAuthenticationType,dataSourceTimeZone,batchGroup,dataLakeNameOrUrl,datalakeContainerName,dataLakePath,dataLakeEntityName,dataLakeFileType,serverName,databaseName,userName,firewallPort,restApiEntityName,basePath,relativePath,excelSheetName,connectionSecretName,objectSchema,objectName,piiColumns,zOrderColumns,primaryKeyColumns,isIncremental,isSnapshot,snapshotPeriod,projectIdColumn,sourceQuery,watermarkValue,watermarkColumn,lastExecutionTimestamp,description,isEnabled,isTestPromoteEnvironment,isProdPromoteEnvironment
541,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractDocument,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract document reference data,1,1,1
542,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractLineItemCustomField,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract line custom fields,1,1,1
543,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractPackageCustomField,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,vwContract Package Custom Field data,1,1,1
544,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractScheduleOfValues,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract line schedule of values,1,1,1
545,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractScheduleOfValuesItem,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract line schedule of values detail,1,1,1
564,ineight_document,SQL Server,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,TEMSQL22ENT01,ineight_document,NULL,NULL,NULL,NULL,NULL,NULL,sec-document-connection-string,dbo,Submittal,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 09:00:36.000,NULL,2026-07-22 04:00:36.000,NULL,1,1,1
481,webapp,Azure SQL Database - SDAT Web App,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-sdat-connection-string,dbo,Audits,NULL,NULL,"ID, Email, Timestamp",0,0,NULL,NULL,NULL,2026-07-21 22:30:34.000,NULL,2026-07-22 05:30:34.000,NULL,1,1,1
482,b2g,Sharepoint List,Service Principal,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://sundtconstruction.sharepoint.com/sites/DatawarehouseFiles/,NULL,NULL,sec-sharepoint-datawarehouse-files-svp-secret,NULL,B2G_XBE_Subcontractor_Commitments,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-21 22:30:35.000,NULL,2026-07-22 05:30:35.000,B2G subcontractors committment table,1,1,1
483,b2g,SOAP API,Basic,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,contract,https://webservice.mwdbe.com/B2GnowWebService.asmx?op=Contract,NULL,NULL,sec-b2gnow-password,NULL,contract,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-21 22:30:33.000,NULL,2026-07-22 05:30:33.000,B2G Contract Data,1,1,1
484,b2g,SOAP API,Basic,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,contract_vendor,https://webservice.mwdbe.com/B2GnowWebService.asmx/Contract_Vendor,NULL,NULL,sec-b2gnow-password,NULL,contract_vendor,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-21 22:30:33.000,NULL,2026-07-22 05:30:33.000,B2G Contract Vendor Data,1,1,1
486,cslb,API,Basic,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cslb,license_data,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-21 22:30:33.000,NULL,2026-07-22 05:30:33.000,NULL,1,1,1
485,b2g,SOAP API,Basic,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vendor,https://webservice.mwdbe.com/B2GnowWebService.asmx?op=Vendor,NULL,NULL,sec-b2gnow-password,NULL,vendor,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-21 22:30:33.000,NULL,2026-07-22 05:30:33.000,B2G Vendor Data,1,1,1
487,e1,SQL Server,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,TEME1SQLTST,JDE_CRP,NULL,NULL,NULL,NULL,NULL,NULL,sec-e1-connection-string,PRODDTA,F1302,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-21 22:30:49.000,NULL,2026-07-22 05:30:49.000,Equipment Management,1,1,1
546,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractScheduleOfValuesItemDetail,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract line schedule of values claim history,1,1,1
547,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractVCOLineItemDetail,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor Change Order (VCO) line data,1,1,1
548,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwContractVendorChangeOrderLineItem,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor Change Order line item,1,1,1
549,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwCoreIncoterm,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract International Commercial Terms,1,1,1
550,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwCorePaymentTerm,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Payment Terms,1,1,1
551,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwInvoice,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor invoices,1,1,1
552,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwInvoiceLineItem,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor invoice line items,1,1,1
553,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwInvoicePayment,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor invoice payments,1,1,1
554,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwLineItem,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Contract Line Items with summary data,1,1,1
555,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwPackageDocument,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Bid package document links,1,1,1
556,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwPackageMilestone,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,bid package milestone data,1,1,1
557,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwVendorAssociatedChangeItem,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor Change Order Associated Change Items,1,1,1
558,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwVendorChangeOrder,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,Vendor Change Order (VCO) header data,1,1,1
578,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,Explore,vwControlIntegrationAuditLogDetail,NULL,NULL,NULL,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,NULL,1,1,1
586,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,budgetlines,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,budgetlines,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
587,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,changeorders,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,changeorders,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
588,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,contracts,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,contracts,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
589,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,draws,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,draws,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
590,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,invoiceapprovals,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,invoiceapprovals,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
591,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,invoices,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,invoices,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
592,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,linewaivers,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,linewaivers,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-06 05:00:27.000,NULL,2026-07-06 05:00:27.000,NULL,0,1,1
593,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,manualcontracts,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,manualcontracts,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
594,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,organizationlevelholds,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,organizationlevelholds,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
595,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,organizations,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,organizations,NULL,NULL,texturaCustomerNumber,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
596,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,paymentholds,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,paymentholds,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
597,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,payments,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,payments,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
598,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,projects,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,projects,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
599,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,projectuserroles,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,projectuserroles,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
600,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,suppliertrackingcontractorvalues,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,suppliertrackingcontractorvalues,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
601,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,suppliertrackingprograms,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,suppliertrackingprograms,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
602,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,suppliertrackingprogramvalues,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,suppliertrackingprogramvalues,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
603,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,suppliertrackingselectedvalues,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,suppliertrackingselectedvalues,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
604,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,tpaenrollments,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,tpaenrollments,NULL,NULL,id,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1
605,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,tpaprograms,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,tpaprograms,NULL,NULL,id,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1
606,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,users,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,users,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
573,ineight,Azure SQL Database,SQL Authentication,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sec-ineight-db-connection-string,SelfService,vwCoreEmployee,"DoubleTimeFactor,DoubleTimeRate,OverTimeFactor,OverTimeRate,StraightTimeRate",NULL,EmployeeId,0,0,NULL,NULL,NULL,2026-07-22 11:00:31.000,NULL,2026-07-22 06:00:31.000,InEight Employee IDs and Employee Numbers,1,1,1
624,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,invoicelines,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,invoicelines,NULL,NULL,"invoice_id, invoice_line_id",0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
625,textura,REST API,API keys in headers,Pacific Standard Time,daily,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lienwaivers,https://textura-data.prod.construction.ocs.oraclecloud.com/api/graphql,NULL,NULL,sec-textura-cleint-secret,NULL,lienwaivers,NULL,NULL,id,0,0,NULL,NULL,NULL,2026-07-22 05:00:26.000,NULL,2026-07-22 05:00:26.000,NULL,1,1,1
